id,created_at,full_text
1238182016077660163,Thu Mar 12 19:16:11 +0000 2020,Sacred spaces should be safe spaces . honours # VictimsofTerorism # racism # hate & amp ; # Islamophobia . Take Action .
1238181287971545088,Thu Mar 12 19:13:18 +0000 2020,"People say # hate is a strong word , but so is # love and people throw that around like it 's # nothing . |"
1238178813319811074,Thu Mar 12 19:03:28 +0000 2020,republicans # hate Americans ... can not be clearer than this message
1238175637875146754,Thu Mar 12 18:50:50 +0000 2020,"😁FABULOUS•PERFORMANCE🙌🏼 last night by # students , for # parents & amp ; # teachers . BOTTLED is a short # performance about"
1238175636562292737,Thu Mar 12 18:50:50 +0000 2020,"AMAZING 🙌🏼 op for 16-25 yr old # changemakers , interested in # socialaction & amp ; challenging # hate ? # Interactive # theatre per…"
1238174627765125125,Thu Mar 12 18:46:50 +0000 2020,is going to end up like u see I mean a # Troll what else do they get ? ? ? Look he is just a # Troll # Hate Monger ? ? This is what they get not a post ? 🤦‍♂️
1238172293710348296,Thu Mar 12 18:37:33 +0000 2020,"# hate # politics is d blood plasma of the # bharatjalaoparty # Blunderousjuglersparty and at present it has became the oxygen of this great digital & amp ; professionally managed party that 's champion in Branding , Packaging and Forwarding of"
1238170774948786176,Thu Mar 12 18:31:31 +0000 2020,"Today , on 12 March , 1945 Anne Frank died at Belsen concentration camp , aged 15 . Shocking to see the far-right on the rise…"
1238170472665276417,Thu Mar 12 18:30:19 +0000 2020,"@ ARE THE ONES # RESPONSIBLE FOR INCITING # HATE , SPREADING # FALSEHOODS AND # MURDERING PEOPLE . THEY MUST BE # ARRESTED AND TRIED ."
1238168494853718017,Thu Mar 12 18:22:27 +0000 2020,@ Remember when Stan tweeted about the philpots
1238166505730293772,Thu Mar 12 18:14:33 +0000 2020,ISA VIRUS GOING AROUND THE WORLD AND BITCHES STILL SITIN HERE JUS POSTIN SELFIES .
1238166471219519488,Thu Mar 12 18:14:25 +0000 2020,Last chance to book your place at our # NBAD event tomorrow ! Hear about safe actions you can take to support victims of…
1238166107350917120,Thu Mar 12 18:12:58 +0000 2020,Watching vs # lask Europa league feels like watching or in India ... We do have at least few more support and noise from the crowd ... But it just does n't feel like
